country_long,disciplines,athletes
Uzbekistan,Weightlifting,3
Uzbekistan,Wrestling,7
Vanuatu,Athletics,1
Vanuatu,Judo,1
Vanuatu,Swimming,2
Vanuatu,Table Tennis,1
Vanuatu,Weightlifting,1
Venezuela,Athletics,6
Venezuela,Boxing,2
Venezuela,Equestrian,2
Venezuela,Fencing,5
Venezuela,Judo,1
Venezuela,Shooting,2
Venezuela,Swimming,3
Venezuela,Taekwondo,1
Venezuela,Weightlifting,5
Venezuela,Wrestling,4
Vietnam,Archery,2
Vietnam,Athletics,1
Vietnam,Badminton,2
Vietnam,Boxing,2
Vietnam,Canoe Sprint,1
Vietnam,Cycling Road,1
Vietnam,Judo,1
Vietnam,Rowing,1
Vietnam,Shooting,2
Vietnam,Swimming,2
Vietnam,Weightlifting,1
"Virgin Islands, British",Athletics,3
"Virgin Islands, British",Sailing,1
"Virgin Islands, US",Archery,1
"Virgin Islands, US",Athletics,1
"Virgin Islands, US",Fencing,1
"Virgin Islands, US",Swimming,2
Yemen,Athletics,1
Yemen,Judo,1
Yemen,Shooting,1
Yemen,Swimming,1
Zambia,Athletics,6
Zambia,Boxing,2
Zambia,Football,20
Zambia,Judo,1
Zambia,Swimming,2
Zimbabwe,Athletics,4
Zimbabwe,Rowing,1
Zimbabwe,Swimming,2
